DO,pH,Alkalinity,Hardness,Nitrite,H2S,Salinity,Ammonia,Temperature,WSS,AHPND,TSV,YHV
4.62,8.95,37.5,123.14,0.01,0.02,14,0.45,29.33,0,1,0,1
4.23,7.97,53.88,80.49,0.02,0.02,21.89,4.8,33.45,0,0,0,1
3.56,7.54,43.37,97.48,0.01,0.02,19.18,2.65,28.38,1,1,0,1
4.3,6.52,85.79,121.9,0.01,0.02,19.31,0.94,36.79,1,1,1,1
4.77,8.74,48.79,77.16,0.01,0.02,21.69,0.18,30.6,0,1,0,1
3.76,8.94,67.1,86.9,0.01,0.02,24.52,0.62,28.02,1,1,0,1
4.74,8.98,46.96,129.64,0.02,0.02,19.99,0.84,34.84,0,1,0,1
4.83,8.81,85.45,114.92,0,0.02,20.36,4.94,35.48,0,1,0,1
4.82,6.96,38.84,89.75,0.01,0.02,15.14,1.66,31.65,1,1,1,1
4.76,7.91,26.57,143.87,0.01,0.02,14.66,3.03,29.37,0,1,0,1
3.43,7.75,53.58,91.15,0,0.02,16.44,0.38,29.46,1,0,0,1
3.03,8.66,34.64,101.47,0.02,0.02,21.52,0.8,29.39,1,1,1,1
3.18,7.42,26.92,86.87,0.02,0.02,23.62,0.42,33.87,1,1,1,1
4.44,8.76,56.66,102.76,0.01,0.02,18.33,4.09,31.94,0,1,0,1
3.62,8.04,88.93,130.28,0.02,0.02,21.58,4.77,28.7,1,1,0,1
3.43,8.43,38.31,77.25,0.02,0.02,21.9,0.32,34.61,1,1,1,1
3.23,8.33,33.49,117.07,0.02,0.02,10.68,0.23,29.65,1,1,1,1
3.73,8.93,35.05,91.37,0.01,0.02,14.04,1.34,29.19,1,1,0,1
3.67,8.48,36.46,143.86,0.01,0.02,24.34,1.3,35.7,1,1,1,1
4.22,7.65,64.28,113.85,0,0.02,14.58,5.93,34.32,0,0,0,1
3.02,8.41,62.38,86.76,0.01,0.02,15.2,5.39,28.71,1,1,1,1
3.18,8.93,67.42,137.27,0,0.02,14.56,4.68,35.96,1,1,1,1
4.11,7.14,58.23,131.36,0.01,0.02,13.33,2.12,30.51,1,1,0,1
4.94,8.79,56.38,100.78,0.01,0.02,17.32,2.77,28.02,0,1,0,1
4.53,7.34,84.87,121.6,0.02,0.02,22.32,1.92,28.12,1,1,0,1
3.7,6.95,54.07,120.85,0,0.02,22.34,0.08,28.43,1,1,1,1
4.84,7.59,68.34,120.67,0,0.02,23.76,5.25,31.78,0,0,0,1
4.89,8.4,51.66,119.7,0.01,0.02,14.69,3.26,32.77,0,1,0,1
3.66,8.79,59.17,77.2,0.02,0.02,20.13,0.5,35.78,1,1,1,1
3.51,7.75,54.77,104.04,0,0.02,20.97,0.64,34.44,1,0,1,1
3.9,7.44,36.1,145.79,0.01,0.02,10.36,0.97,35.9,1,1,0,1
4.48,8.43,36.94,124.48,0.01,0.02,17.01,5.58,28.42,0,1,0,1
3.19,6.97,26.56,144.85,0.02,0.02,17.6,0.51,32.43,1,1,1,1
4.56,7.69,59.98,141.44,0.01,0.02,13.79,0.8,29.52,0,0,0,1
3.54,7.95,64.81,128.13,0.01,0.02,12.14,0.53,33.58,1,0,1,1
3.26,8.64,66.01,108.19,0,0.02,16.68,0.86,31.89,1,1,1,1
4.9,8.18,28.16,136.02,0,0.02,24.04,0.08,29.36,0,1,0,1
4.64,6.98,85.87,139.14,0.02,0.02,20.34,3.12,32.68,1,1,1,1
3.25,8.83,74.03,88.95,0.02,0.02,22.18,5.22,35.46,1,1,1,1
4.46,8,69.47,101.49,0.01,0.02,15.36,0.43,29.8,0,0,0,1
3.48,8.13,79.05,117.46,0,0.02,16.85,0.5,32.27,1,0,1,1
3.22,7.44,54.77,88.86,0.02,0.02,21.06,0.11,36.07,1,1,1,1
3.46,7.32,41.12,109.92,0.01,0.02,24.52,0.72,35.98,1,1,1,1
4.63,6.58,72,88.75,0.01,0.02,15.73,3.11,29.28,1,1,1,1
3.39,7.6,86.51,119.36,0.01,0.02,23.47,5.8,32.82,1,0,1,1
4.76,8.55,67.78,133.57,0.02,0.02,22.71,3.85,35.12,0,1,0,1
4.52,8.13,77.84,124.16,0.01,0.02,24,0.84,35.58,0,1,0,1
4.75,8.99,79.25,79.5,0.02,0.02,22.25,5.97,29.36,0,1,0,1
3.05,8,72.93,126.56,0.01,0.02,12.5,0.5,33.1,1,0,1,1
3.47,7.8,65.94,124.64,0.01,0.02,22.89,4.09,35.56,1,0,1,1
3.82,6.68,34.56,79,0.01,0.02,16.59,0.88,28.6,1,1,1,1
3.82,8.16,26.26,132.25,0,0.02,23.81,3.04,29.18,1,1,0,1
3.48,7.53,68.08,77.6,0.01,0.02,23.22,5.31,29.34,1,0,0,1
4.75,7.15,55.35,142.33,0.01,0.02,10.48,1.88,29.87,1,1,0,1
3.18,8.41,93.84,128.04,0.01,0.02,23.97,0.83,32.36,1,1,1,1
4.33,8.7,33.72,81.71,0,0.02,13.7,0.26,31.54,0,1,0,1
3.5,7.87,66.45,100.04,0.01,0.02,22.47,0.36,30.05,1,0,0,1
3.22,7.63,43.38,85.38,0.02,0.02,16.05,1.62,31.57,1,1,1,1
4.21,8.84,38.2,92.94,0,0.02,15.26,0.61,36.92,0,1,0,1
4.94,6.71,94.56,147.83,0.01,0.02,10.51,0.93,29.42,1,1,0,1
4.49,7.42,34.27,147.83,0.01,0.02,22.88,0.18,28.61,1,1,0,1
3.22,6.58,85.16,135.52,0.02,0.02,12.53,0.1,34.51,1,1,1,1
3.35,6.62,50.49,144.23,0.02,0.02,22.28,0.89,30.19,1,1,1,1
3.65,8.1,32.98,126.17,0.01,0.02,10.29,0.43,31.17,1,1,0,1
3.17,7.78,51.72,123.3,0,0.02,19.16,4.17,28.46,1,0,1,1
4.53,7.9,89.81,112.26,0.02,0.02,11.23,4.64,32.42,0,0,0,1
4.03,7.2,52.02,149.39,0.02,0.02,21.99,1.79,36.38,1,1,0,1
3.33,8.2,94.9,129.31,0,0.02,24.72,2.56,30.74,1,1,1,1
4.16,8.07,81.46,103.49,0,0.02,23.87,2.82,29.29,0,1,0,1
3.43,8.27,73.29,80.97,0.01,0.02,24.97,4.11,36.75,1,1,1,1
3.31,8.04,93.09,129.94,0.01,0.02,12.83,0.95,35.17,1,1,1,1
4.2,7.62,50.07,113.53,0.01,0.02,22.22,2.32,28.91,0,0,0,1
3.58,8.32,54.95,114.18,0,0.02,10.47,0.17,31.24,1,1,1,1
3.97,8.96,77.25,136.08,0.02,0.02,21.2,0.81,29.51,1,1,0,1
3.4,7.84,43.31,137.6,0.01,0.02,18.84,5.07,36.79,1,1,1,1
3.2,8.45,48.72,146.01,0.01,0.02,21.43,2.41,28.17,1,1,1,1
3.61,8.98,78.05,111.49,0.02,0.02,22.9,3.02,29.63,1,1,0,1
3.41,8.09,64.7,88.52,0.02,0.02,22.97,0.1,33.17,1,0,1,1
4.69,7.18,98.5,88.39,0.01,0.02,10.58,0.51,35.68,1,1,0,1
4.4,8.01,52.41,119.83,0.01,0.02,11.81,0.82,29.9,0,1,0,1
3.69,8.09,71.49,148.1,0.01,0.02,24.28,3.1,35.86,1,1,1,1
4.32,8.78,91.02,144.56,0.01,0.02,22.07,5.56,34.57,0,1,0,1
3.77,8.04,64.97,116.54,0,0.02,21.25,5.9,36.84,1,1,0,1
4.09,8.86,34.35,96.67,0.01,0.02,12.33,0.04,30.21,0,1,0,1
3.28,7.14,85.78,91.92,0.01,0.02,24.05,0.82,36.19,1,1,1,1
4.33,7,58.17,132.5,0.01,0.02,24.9,0.73,34.75,1,1,0,1
3.94,7.61,57.18,91.37,0.01,0.02,19.71,3.08,33.48,1,0,0,1
3.88,8.69,35.91,108.37,0.01,0.02,20.91,0.13,35.37,1,1,0,1
4.56,7.37,41.6,101.34,0.01,0.02,15.12,4.45,32.32,1,1,0,1
3.22,6.77,53.4,106.57,0.02,0.02,22.8,0.87,29.12,1,1,1,1
4.39,8.41,72.16,135.5,0,0.02,10.65,1,36.02,0,1,0,1
3.12,8.74,76.98,77.3,0.01,0.02,20.61,5.86,29.79,1,1,1,1
4.16,6.97,51.02,92.48,0.02,0.02,20.32,0.03,36.29,1,1,1,1
3.75,8.18,78.43,143.1,0.01,0.02,10.74,1.31,36.65,1,1,1,1
3.72,7.79,41.2,138.08,0.02,0.02,24.92,0.65,32.29,1,1,0,1
4.43,8.65,71.07,137.37,0.01,0.02,15.8,0.01,30.77,0,1,0,1
4.4,7.25,60.66,86.66,0,0.02,17.97,0.7,35.89,1,1,0,1
4.59,7.26,50.56,97.92,0,0.02,23.9,0.64,28.32,1,1,0,1
4.17,7.05,80.87,130.29,0.01,0.02,20.35,5.51,28.28,1,1,0,1
3.91,6.85,75.23,120.09,0,0.02,12.03,0.68,34.03,1,1,1,1
3.38,8.9,66.79,119.35,0.01,0.02,11.99,2.07,34.92,1,1,1,1
3.33,8.2,79.59,143.39,0.02,0.02,15.45,0.04,28.26,1,0,0,1
4.75,8.51,95.14,112.83,0.01,0.02,20.33,0.99,29.04,0,1,0,1
3.86,7.84,44.76,134.43,0.01,0.02,23.72,2.93,35.47,1,0,0,1
3.82,8.55,39.2,135.35,0.01,0.02,19.88,4.35,36.14,1,1,0,1
4,7.16,45.28,123.83,0.01,0.02,17.75,0.25,31.64,1,1,0,1
4.11,8.24,36.12,119.93,0,0.02,13.58,2.44,31.31,0,1,0,1
3.85,8.63,37.33,97.35,0.01,0.02,13.23,0.7,34.2,1,1,0,1
4.59,6.72,84.95,147.43,0.02,0.02,24.17,0.11,28.01,1,1,1,1
3.84,8.91,41.97,144.18,0.01,0.02,10.92,0.37,29.89,1,1,0,1
3.44,8.25,30.01,123.77,0.01,0.02,17.59,0.4,36.92,1,1,1,1
4.3,6.69,40.01,88.19,0.02,0.02,10.09,1.32,35.78,1,1,1,1
4.86,8.86,93.79,88.41,0.02,0.02,10.25,1.11,34.45,0,1,0,1
3.4,8.91,47.51,99.4,0.02,0.02,22.69,5.89,30.42,1,1,0,1
4.59,7.47,63.97,122.52,0.01,0.02,15.27,3.68,33.99,1,1,0,1
3.78,7.94,98.7,96.26,0,0.02,20.68,1.12,29.47,1,0,0,1
4,8.54,64.08,97.75,0.01,0.02,21.62,0.87,29.57,0,1,0,1
4.83,6.69,67.57,141.85,0.01,0.02,24.69,0.78,33.05,1,1,1,1
3.81,8.66,41.73,148.41,0.01,0.02,24.04,0.85,35.83,1,1,0,1
4.28,6.95,52.8,138.9,0.01,0.02,19.2,0.71,29.43,1,1,1,1
3.8,8.59,62.94,112.2,0.01,0.02,24,3.57,31.42,1,1,0,1
3.36,8.6,59.2,140.66,0.02,0.02,21.58,3.94,35.01,1,1,1,1
4.73,7.77,94.53,128.22,0.01,0.02,12.54,3.24,36.9,0,0,0,1
4.78,7.8,78.52,146.5,0.02,0.02,12.33,0.24,29.94,0,0,0,1
4.02,7.42,75.32,94.42,0,0.02,18.94,0.08,28.99,1,1,0,1
3.46,8.81,37.34,144.28,0.01,0.02,24.87,4.64,34.87,1,1,1,1
4.85,8.25,35.6,131.67,0.01,0.02,13.14,1.17,30.93,0,1,0,1
3.4,8.98,50.59,124.43,0.01,0.02,20.57,0.43,30.98,1,1,0,1
4.34,8.92,26.09,91.84,0.01,0.02,14.96,4.93,32.89,0,1,0,1
3.94,6.73,65.88,136.47,0.02,0.02,16.84,0.58,30.19,1,1,1,1
4.69,7.43,52.9,107.49,0.01,0.02,20.34,4.36,31.8,1,1,0,1
3.05,7.83,96.02,104.23,0.01,0.02,16.1,0.31,33.04,1,0,1,1
3.9,6.7,80.74,110.77,0.01,0.02,22.7,4.61,35.08,1,1,1,1
3.84,8.26,33.59,95.22,0.02,0.02,10.83,2.85,31.85,1,1,0,1
3.09,7.37,49.34,119.16,0.01,0.02,16.42,4.41,30.91,1,1,1,1
4.85,6.78,70.94,147.73,0.01,0.02,24.77,0.06,30.4,1,1,1,1
4.93,8.85,61.06,141.05,0,0.02,22.98,0.81,32.44,0,1,0,1
3.47,7.02,38.6,147.26,0.02,0.02,21.48,0.56,34.5,1,1,1,1
3.74,6.52,40.8,113.63,0,0.02,13.91,0.19,36.21,1,1,1,1
4.32,8.67,38.38,113.24,0.01,0.02,11.71,2.13,36.13,0,1,0,1
3.61,8.2,99.18,116.67,0.01,0.02,23.24,0.41,35.14,1,0,1,1
4.86,6.93,63.34,138.72,0.02,0.02,23.49,3.48,28.16,1,1,1,1
3.38,6.94,99.99,137.96,0,0.02,11.99,2.98,36.52,1,1,1,1
4.42,8.74,42.21,84.63,0.02,0.02,23.46,2.59,32.92,0,1,0,1
3.21,6.7,99.63,93.96,0,0.02,20.35,0.55,34.54,1,1,1,1
3.62,6.68,86.15,100.19,0.01,0.02,17.75,4.81,32.21,1,1,1,1
4.58,6.56,37.7,129.81,0.01,0.02,23.49,2.35,33.86,1,1,1,1
3.29,7.93,84.58,126.09,0.02,0.02,16.39,0.43,31.59,1,0,1,1
3.63,7.31,53.22,99.53,0.01,0.02,20.12,0.05,34.59,1,1,1,1
4.53,7.81,62.8,102.03,0.01,0.02,22.69,1.98,36.8,0,0,0,1
3.6,7.5,39.19,99.75,0.01,0.02,23.8,3.22,28.15,1,1,0,1
4.27,8.07,75.33,109.98,0,0.02,10.33,0.32,32.21,0,0,0,1
4.45,8.08,83.24,140.33,0.01,0.02,19.68,4.8,32.27,0,1,0,1
4.42,7.36,35.52,146.52,0.01,0.02,11.89,4.79,33.6,1,1,0,1
4.33,8.89,27.39,117.32,0.02,0.02,22.76,5.78,34.44,0,1,0,1
3.69,7.33,67.42,145.85,0.01,0.02,15.63,4.13,30.42,1,1,0,1
4.49,8.18,77.12,137.45,0.02,0.02,10.25,4,31.08,0,1,0,1
4.56,6.57,81.32,95.32,0.01,0.02,21.64,3.47,31.71,1,1,1,1
4.35,8.65,76.47,100.31,0.01,0.02,21.65,0.02,29.9,0,0,0,1
3.37,7.34,62.35,87.56,0.01,0.02,17.28,1.54,35.72,1,1,1,1
3.61,8.8,58.06,147.41,0.01,0.02,13.89,0.12,29.7,1,1,0,1
3.63,7.12,94.24,105.84,0.01,0.02,21.51,0.26,30.44,1,1,0,1
5,6.69,49.66,139.95,0.01,0.02,12.84,0.49,35.42,1,1,1,1
4.57,7.21,65.47,144.05,0.01,0.02,21.2,0.75,30.56,1,1,0,1
4.4,7.26,67.38,134.04,0,0.02,12.14,3.96,30.64,1,1,0,1
4.67,8.06,51.13,100.87,0.02,0.02,12.69,3.09,36.58,0,1,0,1
3.73,7.95,97.44,80.2,0.02,0.02,21.66,4.61,35.84,1,0,1,1
4.66,8.23,62.28,132.26,0,0.02,23.25,5.42,35.54,0,1,0,1
4.53,6.86,91.11,119.62,0.02,0.02,21.15,0.03,35.45,1,1,0,1
4.29,7.37,61.88,117.32,0.02,0.02,21.28,0.94,31.22,1,1,0,1
3.06,8.06,78.52,126.31,0.02,0.02,23.93,2.7,33.65,1,1,1,1
5,8.65,53.44,121.95,0,0.02,23.81,0.6,35.07,0,1,0,1
4.55,7.68,91.48,130.6,0.01,0.02,13.37,1.6,35.1,0,0,0,1
3.65,8.23,80.83,129.43,0.01,0.02,10.15,0.91,28.59,1,1,0,1
3.09,6.73,90.1,100.23,0,0.02,16.12,5.87,35.44,1,1,1,1
3.92,6.64,43.65,94.27,0,0.02,21.58,0.26,29.51,1,1,1,1
4.15,8.56,94.95,92.47,0.02,0.02,10.82,0.07,35.88,0,0,0,1
4.05,6.73,26.83,144.93,0.01,0.02,21.54,5.15,30.82,1,1,1,1
3.51,7.02,83.76,108.47,0.01,0.02,24.38,2.26,31.93,1,1,1,1
4.62,8.48,36.6,131.9,0,0.02,12.81,0.19,30.97,0,1,0,1
4.51,8.2,30.49,105.85,0.01,0.02,17.71,4.1,29.19,0,1,0,1
4.42,7.67,89.17,128.12,0,0.02,20.13,0.86,33.31,0,0,0,1
4.64,8.74,65.67,125.04,0.01,0.02,24.71,5.43,28.05,0,1,0,1
3.67,7.52,63.93,143.65,0.01,0.02,24.95,0.14,33.15,1,0,1,1
3.98,8.15,35.62,130.33,0.02,0.02,23.85,5.13,31.95,1,1,0,1
4.96,8.9,30.02,98.9,0.01,0.02,23.11,5.62,35.16,0,1,0,1
4.89,7.25,40.62,141.61,0.01,0.02,13.75,5.5,29.73,1,1,0,1
3.31,8.31,50.84,96.76,0.01,0.02,16.84,0.17,36.16,1,1,1,1
4.99,8.38,67.83,143.91,0.02,0.02,21.73,5.64,29.93,0,1,0,1
4.25,6.96,87.52,149.03,0,0.02,16.31,1.91,31.66,1,1,1,1
3.16,7.92,96.1,109.8,0.01,0.02,14.16,2.06,32.84,1,0,1,1
3.89,6.65,65.96,138.87,0.01,0.02,21.43,0.15,28.38,1,1,1,1
3.61,8.21,91.96,100.08,0.01,0.02,10.19,5.11,36.26,1,1,1,1
3.9,8.17,85.21,81.25,0.02,0.02,13.33,3.57,28.28,1,1,0,1
3.54,6.84,35.75,149.75,0.02,0.02,24.45,0.62,32.37,1,1,1,1
3.48,8.73,55.7,95.34,0.02,0.02,22.72,4.07,29.15,1,1,0,1
4.91,6.92,38.14,121,0.01,0.02,19.99,4.72,33.99,1,1,1,1
4.68,7.86,63.75,144.19,0.01,0.02,15.41,2.83,33.37,0,0,0,1
4.76,6.59,26.92,94.55,0.01,0.02,14.74,0.44,29.75,1,1,1,1
4.85,8.54,83.69,101.31,0.02,0.02,23.34,1.52,29.75,0,1,0,1
4.91,7.99,72.84,132.68,0.01,0.02,23.54,0.61,30.76,0,0,0,1
3.13,7.51,64.81,114.09,0.02,0.02,11.14,0.06,31.47,1,0,1,1
4.82,8.11,34.98,101.57,0.02,0.02,24.81,0.36,29.39,0,1,0,1
4.74,7.42,45.52,101.75,0.01,0.02,11.4,3.39,32.25,1,1,0,1
3.02,9,97.49,132.81,0.02,0.02,21.87,0.86,30.01,1,1,1,1
3.48,8.27,63.82,82.91,0.01,0.02,24.84,0.59,34.74,1,1,1,1
4.86,6.99,62.36,80.99,0.01,0.02,17.19,3.68,29.71,1,1,1,1
3.92,8.57,46.4,146.87,0.01,0.02,24.94,3.86,29.65,1,1,0,1
3.9,7.26,49.06,143.13,0.01,0.02,21.7,2.76,35.41,1,1,0,1
3.14,7.81,94.52,102.79,0.01,0.02,20.27,0.19,32.9,1,0,1,1
4.01,8.06,86.19,82.32,0.01,0.02,20.85,0.45,28.44,0,0,0,1
3.76,6.51,87.35,102.58,0.01,0.02,23.29,2.54,28.62,1,1,1,1
3.7,8.44,94.55,126.78,0.01,0.02,20.28,0.83,31.73,1,1,0,1
3.01,7.03,82.24,143.71,0.01,0.02,24.39,0.03,29.04,1,1,1,1
4.54,7.01,78.4,117.13,0.01,0.02,22.12,4.37,33.46,1,1,0,1
4.94,8.49,25.88,119.3,0,0.02,23.45,0.02,33.86,0,1,0,1
3.73,7.17,53.18,101.21,0.02,0.02,23.63,5.52,28.9,1,1,0,1
3.87,8.58,95.36,98.92,0,0.02,20.15,0.75,29.01,1,1,0,1
4.74,8.99,63.38,76.17,0,0.02,10.43,5.37,31.29,0,1,0,1
3.18,7.49,53.26,106.17,0,0.02,16.72,0.13,31.61,1,1,1,1
4.92,8.75,68.63,144.72,0.01,0.02,21.79,2.13,28.07,0,1,0,1
4.05,7.83,30.78,100.04,0.01,0.02,12.93,3.05,31.23,0,1,0,1
3.66,6.71,56.77,97.69,0.02,0.02,12.49,0.02,36.18,1,1,1,1
3.98,7.55,81.49,85.27,0.01,0.02,10.83,4.88,33.2,1,0,0,1
4.42,6.55,66.68,121.33,0.01,0.02,22.32,0.87,34.81,1,1,1,1
3.38,8.75,35.97,115.93,0.01,0.02,24.3,4.86,35.18,1,1,1,1
4.12,7.44,39.59,144.31,0.01,0.02,22.65,0.3,30.68,1,1,0,1
4.24,6.53,95.91,90.86,0,0.02,14.52,0.47,34.72,1,1,0,1
3.3,7.75,83.01,137.4,0.01,0.02,13.45,0.19,31.96,1,0,1,1
4.91,7.61,83.41,103.8,0,0.02,23.29,0.02,30.78,0,0,0,1
3.42,8.63,66.16,132.86,0,0.02,20.63,4.19,29.75,1,1,0,1
4.75,7.75,76.83,91.23,0.01,0.02,22.73,1.87,33.5,0,0,0,1
3.46,6.78,56.29,141.27,0.01,0.02,10.99,0.88,34.43,1,1,1,1
3.92,8.48,78.12,108.53,0.01,0.02,22.3,0.8,31.32,1,1,0,1
4.81,8.84,74.73,142.07,0.01,0.02,20.79,5.45,35.58,0,1,0,1
4.17,8.64,29.04,101.95,0.02,0.02,23.04,0.78,31.31,0,1,0,1
3.08,6.89,84.22,127.08,0.01,0.02,21.69,0.45,36.76,1,1,1,1
3.55,6.7,46.8,119.15,0.01,0.02,22.32,0.65,34.45,1,1,1,1
3.5,8.07,33.26,136.38,0.01,0.02,14.56,5.78,28.26,1,1,0,1
3.43,6.74,91.34,87.36,0.01,0.02,21.97,0.31,29.43,1,1,0,1
4.35,6.58,68.65,87.49,0.01,0.02,12.38,3.85,30.17,1,1,1,1
4.11,7.31,71.86,117.33,0,0.02,23.86,3.17,29.12,1,1,0,1
3.41,8.11,33.72,117.95,0.02,0.02,20.59,2.91,34.96,1,1,1,1
4.97,7.96,42.77,140.59,0,0.02,16.49,3.37,33.92,0,1,0,1
3.06,8.18,99.46,119.85,0.01,0.02,23.17,0.22,35.68,1,0,1,1
4.3,8.48,89.08,112.62,0.01,0.02,19.7,4.2,28.36,0,1,0,1
3.19,7.45,93.27,97.78,0.02,0.02,18.58,0.58,31.02,1,1,1,1
3.77,6.7,75.14,102.21,0,0.02,23.88,1.48,34.98,1,1,1,1
3.65,7.59,83.62,137.03,0.01,0.02,15.64,0.58,33.35,1,0,1,1
3.18,8.46,93.42,114.18,0.02,0.02,10.09,0.28,31.92,1,0,1,1
3.54,7.26,39.84,117.19,0.02,0.02,17.26,3.54,31.55,1,1,1,1
4.8,8.34,78.77,130.97,0,0.02,13.07,0.33,34.67,0,0,0,1
4.35,6.75,41,124.37,0.02,0.02,23.17,3.71,35.42,1,1,1,1
4,6.93,78.25,149.3,0.02,0.02,23.27,0.43,30.9,1,1,1,1
3.92,8.81,79.86,126.6,0.02,0.02,16.01,1.42,36.44,1,1,0,1
4.1,8.47,58.34,119.63,0.01,0.02,20.38,3.36,35.26,0,1,0,1
3.66,8.45,89.93,131.79,0.01,0.02,22.4,0.82,30.27,1,1,0,1
3.37,8.69,82.93,117.99,0,0.02,15.41,3.78,35.68,1,1,1,1
3.23,8.77,39.57,134.86,0.01,0.02,17.42,0.21,31.29,1,1,1,1
4.17,8.83,57.18,144.25,0.01,0.02,20.32,0.65,33.57,0,1,0,1
3.73,7.51,30.72,132.84,0,0.02,18.98,1.37,36.55,1,1,1,1
3.15,7.22,37.94,95.21,0.02,0.02,12.33,0.89,28.58,1,1,1,1
3.66,8.42,68.82,146.07,0.01,0.02,20.28,1.42,31.93,1,1,1,1
4.19,8.86,49.54,139.76,0.01,0.02,13.28,0.07,31.97,0,1,0,1
4,7.2,86.88,119.19,0,0.02,14.31,5.72,31.12,1,1,0,1
4.56,7.43,80.7,86.36,0.01,0.02,22.32,1.43,33.88,1,1,0,1
4.65,7.18,25.56,130.96,0.01,0.02,22.01,0.93,28.09,1,1,0,1
4.79,7.68,82.66,118.96,0.01,0.02,15.04,0.07,36.96,0,0,0,1
4.14,8.9,36.94,131.71,0,0.02,24.35,0.89,35.05,0,1,0,1
3.08,6.75,68.8,79.73,0.02,0.02,19.11,0.16,31.7,1,1,1,1
4.91,7.85,98.94,106.01,0,0.02,22.34,0.47,33.55,0,0,0,1
4.8,7.27,25.74,141.75,0,0.02,16.83,4.42,28.84,1,1,0,1
3.3,6.88,57.25,140.71,0.02,0.02,24.89,0.18,30.56,1,1,1,1
4.33,7.56,58.7,145.49,0.01,0.02,22.87,2.62,30.5,0,0,0,1
3.12,7.31,30.39,100.17,0.02,0.02,24.19,0.56,32.35,1,1,1,1
4.74,7.89,61.68,82.01,0.01,0.02,20.81,3.09,31.68,0,0,0,1
4.14,6.96,31.53,112.22,0.02,0.02,24.13,2.92,36.75,1,1,1,1
3.62,7.04,79.69,82.06,0.02,0.02,20.26,1.86,28.32,1,1,0,1
3.21,7.91,49.92,140.23,0.01,0.02,14.82,1.39,29.7,1,0,1,1
3.11,8.77,59.25,83.03,0.01,0.02,21.53,5.57,29.04,1,1,1,1
4.94,8.25,60.65,122.99,0.02,0.02,22.64,5.08,34.24,0,1,0,1
3.19,8.71,60.77,100.25,0.02,0.02,24.67,0.21,36.56,1,1,1,1
4.31,8.36,53.33,98.68,0.01,0.02,19.25,0.04,30.91,0,0,0,1
3.74,7.61,99.95,139.02,0.02,0.02,13.27,0.8,33.05,1,0,0,1
4.12,6.8,73.71,117.68,0.02,0.02,21.95,3.31,29.39,1,1,1,1
4.7,8.85,29.5,111.05,0.01,0.02,24.18,0.06,34.58,0,1,0,1
4.59,7.99,38.56,122.72,0.02,0.02,23.95,2.7,32.66,0,1,0,1
4.45,7.33,53.69,94.13,0.01,0.02,21.35,2.99,34.76,1,1,0,1
4.14,7.23,62.94,82.82,0.01,0.02,14.89,3.72,35.81,1,1,0,1
3.77,7.76,92.2,102.03,0,0.02,10.25,0.99,36.83,1,0,0,1
4.75,8.61,46.35,113.88,0.02,0.02,23.03,0.45,36.8,0,1,0,1
4.49,8.86,68.42,86.48,0.01,0.02,21.02,0.54,30.54,0,1,0,1
3.14,8.62,99.45,84.36,0.02,0.02,14.69,3.6,36.98,1,1,1,1
3.08,7.86,95.03,139.74,0.01,0.02,20.85,3.54,32.93,1,0,1,1
4.7,7.8,65.63,95.04,0.01,0.02,23.67,0.43,29.17,0,0,0,1
4.17,7.82,80.01,99.74,0,0.02,12.54,2.66,29.08,0,0,0,1
4.32,8.06,93.07,96.16,0.02,0.02,22.32,0.41,31.11,0,0,0,1
4.18,7.2,94.89,128.33,0.01,0.02,23.45,0.19,29.05,1,1,0,1
3.52,7.8,46.04,76.84,0.01,0.02,24.23,0.85,32.65,1,0,1,1
4.36,7.33,80.22,75.41,0.01,0.02,16.53,0.75,34.33,1,1,0,1
4.79,7.19,54.37,81.16,0.02,0.02,18.27,3.07,30.15,1,1,0,1
3.76,7.43,83.7,96.86,0.01,0.02,17.74,1.67,31.86,1,1,0,1
3.63,8.97,26.6,139.49,0.01,0.02,22.5,2.95,34.98,1,1,1,1
3.32,8.38,31.37,81.68,0.01,0.02,11.58,0.04,28.85,1,1,0,1
4.34,7.61,43.21,143.25,0.01,0.02,21.88,0.49,36.86,0,1,0,1
4.06,8.61,46.04,85.83,0.02,0.02,22.88,5.42,29.36,0,1,0,1
4.62,7.75,46.03,125.6,0.01,0.02,18.54,4.13,33.6,0,0,0,1
4.03,7.88,49.54,90.96,0.02,0.02,16.17,0.05,28.51,0,0,0,1
3.38,8.36,77.38,99.31,0.01,0.02,14.26,2.28,34.54,1,1,1,1
4.56,7.18,48.66,112.82,0.01,0.02,24.7,0.82,31.86,1,1,0,1
4.81,7.47,92.31,75.29,0.01,0.02,10.73,0.93,28.63,1,1,0,1
4.13,8.38,70.78,78.4,0.02,0.02,14.71,0.95,31.83,0,1,0,1
4.2,7.73,40.41,141.22,0.01,0.02,23.87,3.12,31.75,0,1,0,1
4.24,8.16,96.06,80.22,0.02,0.02,13.46,0.9,28.18,0,1,0,1
4.3,8.75,68.16,119.6,0.02,0.02,14.31,0.99,35.38,0,1,0,1
3.26,7.34,35.6,100.55,0.01,0.02,14.45,1.71,34.19,1,1,1,1
3.5,7.24,49.51,143.55,0.01,0.02,21.29,5.76,35.24,1,1,1,1
4.38,8.05,51.45,124.79,0,0.02,10.57,0.63,30.22,0,1,0,1
3.76,6.96,67.87,95.51,0.01,0.02,10.31,4.57,28.25,1,1,1,1
4.12,7.03,77.03,104.52,0.02,0.02,17.79,1.81,28.43,1,1,0,1
